Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764559340,50,,Aggregated,25.100000,0.000000,49,52,53,54,57,60,65,98,160,160,160,3066,0,49,50.42288126184745,34.9284999538213,159.55354098696262,20.635681669928246
1764559341,50,,Aggregated,25.500000,0.000000,49,52,53,54,57,60,65,98,160,160,160,3096,0,49,50.373018757609806,34.9284999538213,159.55354098696262,20.90859173126615
1764559342,50,,Aggregated,25.300000,0.000000,49,52,53,54,57,60,65,97,160,160,160,3124,0,49,50.35669207156316,34.9284999538213,159.55354098696262,21.17829705505762
1764559343,50,,Aggregated,26.100000,0.000000,49,52,53,54,57,60,65,97,160,160,160,3152,0,49,50.30649473566679,34.9284999538213,159.55354098696262,21.35945431472081
1764559344,50,,Aggregated,26.400000,0.000000,49,51,53,54,57,60,65,97,160,160,160,3177,0,49,50.25941567984432,34.9284999538213,159.55354098696262,21.62385898646522
1764559345,50,,Aggregated,26.400000,0.000000,49,51,53,54,57,60,64,97,160,160,160,3202,0,49,50.22734930918556,34.9284999538213,159.55354098696262,21.966583385384133
1764559346,50,,Aggregated,27.100000,0.000000,49,51,53,54,57,60,65,97,160,160,160,3217,0,49,50.2384286826198,34.9284999538213,159.55354098696262,22.071184333229716
1764559347,50,,Aggregated,27.600000,0.000000,49,51,53,54,57,60,69,98,160,160,160,3242,0,49,50.278429502747976,34.9284999538213,159.55354098696262,22.202652683528687
1764559348,50,,Aggregated,27.000000,0.000000,49,51,53,54,57,60,89,100,160,160,160,3266,0,49,50.42720135214093,34.9284999538213,159.55354098696262,22.535517452541335
1764559349,50,,Aggregated,26.600000,0.000000,49,51,53,54,57,60,92,100,160,160,160,3289,0,49,50.5638109443199,34.9284999538213,159.55354098696262,22.664335664335663
1764559350,50,,Aggregated,26.100000,0.000000,49,51,53,54,57,61,95,100,160,160,160,3323,0,49,50.743362995614575,34.9284999538213,159.55354098696262,23.013842913030395
1764559351,50,,Aggregated,25.000000,0.000000,49,52,53,54,58,61,97,110,160,160,160,3350,0,49,50.94671157372893,34.9284999538213,159.55354098696262,23.17044776119403
1764559352,50,,Aggregated,25.100000,0.000000,49,52,53,55,58,62,100,110,160,160,160,3378,0,49,51.15271508775027,34.9284999538213,159.55354098696262,23.440201302545884
1764559353,50,,Aggregated,25.400000,0.000000,49,52,53,55,58,62,100,110,160,160,160,3404,0,49,51.19915908559162,34.9284999538213,159.55354098696262,23.6313160987074
1764559354,50,,Aggregated,25.400000,0.000000,49,52,53,55,58,62,100,110,160,160,160,3424,0,49,51.172368145238,34.9284999538213,159.55354098696262,23.829731308411215
1764559355,50,,Aggregated,25.300000,0.000000,49,52,53,54,58,62,100,110,160,160,160,3449,0,49,51.132091025743016,34.9284999538213,159.55354098696262,24.055378370542186
1764559356,50,,Aggregated,24.800000,0.000000,49,51,53,54,58,62,100,110,160,160,160,3478,0,49,51.07744625503655,33.35520904511213,159.55354098696262,24.30851063829787
1764559357,50,,Aggregated,24.800000,0.000000,49,51,53,54,58,62,100,110,160,160,160,3501,0,49,51.04160599058196,33.35520904511213,159.55354098696262,24.417880605541274
1764559358,50,,Aggregated,24.700000,0.000000,49,51,53,54,58,62,100,110,160,160,160,3523,0,49,51.011181340947815,33.35520904511213,159.55354098696262,24.60261141072949
1764559359,50,,Aggregated,25.700000,0.000000,49,51,53,54,58,61,100,110,160,160,160,3548,0,49,50.96179058232865,33.35520904511213,159.55354098696262,24.779312288613305
1764559360,50,,Aggregated,25.700000,0.000000,49,51,53,54,58,61,100,110,160,160,160,3570,0,49,50.92447096933885,33.35520904511213,159.55354098696262,24.922408963585433
1764559361,50,,Aggregated,25.700000,0.000000,49,51,53,54,58,61,100,110,160,160,160,3589,0,49,50.909215190680634,33.35520904511213,159.55354098696262,25.069657286152133
1764559362,50,,Aggregated,25.700000,0.000000,49,51,53,54,58,61,99,110,160,160,160,3615,0,49,50.87673171654596,33.35520904511213,159.55354098696262,25.164868603042876
1764559363,50,,Aggregated,24.600000,0.000000,49,51,53,54,58,61,99,110,160,160,160,3639,0,49,50.832300228300916,33.35520904511213,159.55354098696262,25.19016213245397
1764559364,50,,Aggregated,23.700000,0.000000,49,51,53,54,57,61,99,110,160,160,160,3670,0,49,50.78214871480158,33.35520904511213,159.55354098696262,25.561035422343323
1764559365,50,,Aggregated,23.900000,0.000000,49,51,53,54,57,61,99,110,160,160,160,3697,0,49,50.74124033823569,33.35520904511213,159.55354098696262,25.79145252907763
1764559366,50,,Aggregated,23.800000,0.000000,49,51,53,54,57,61,99,110,160,160,160,3726,0,49,50.70611784095045,33.35520904511213,159.55354098696262,26.014224369296834
1764559367,50,,Aggregated,24.100000,0.000000,49,51,53,54,57,61,99,110,160,160,160,3753,0,49,50.66858246448395,33.35520904511213,159.55354098696262,26.097255528910207
