Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764559288,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764559289,5,,Aggregated,0.000000,0.000000,9,11,13,14,17,22,50,54,59,59,59,158,0,9,10.183201560491248,0.9369850158691406,59.384822845458984,15.39240506329114
1764559290,10,,Aggregated,0.000000,0.000000,4,7,10,10,14,17,23,50,59,59,59,323,0,4,7.031642984679609,0.9369850158691406,59.384822845458984,13.077399380804954
1764559291,15,,Aggregated,87.000000,0.000000,4,5,7,9,11,14,20,32,59,59,59,503,0,4,5.711552636997837,0.9369850158691406,59.384822845458984,12.34990059642147
1764559292,20,,Aggregated,103.500000,0.000000,3,4,5,6,10,13,17,22,59,59,59,763,0,3,4.628160834156201,0.9369850158691406,59.384822845458984,12.19659239842726
1764559293,25,,Aggregated,127.333333,0.000000,2,3,4,5,9,12,17,20,54,59,59,1104,0,2,3.979741879131483,0.9369850158691406,59.384822845458984,12.284420289855072
1764559294,30,,Aggregated,147.000000,0.000000,2,3,4,4,7,10,14,18,54,59,59,1505,0,2,3.5945651539140364,0.8370876312255859,59.384822845458984,12.116279069767442
1764559295,35,,Aggregated,171.800000,0.000000,2,3,4,5,8,11,15,19,54,59,59,1973,0,2,3.8127812164662394,0.7951259613037109,59.384822845458984,12.089204257475926
1764559296,40,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559297,45,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559298,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559299,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559300,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559301,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559302,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559303,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559304,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559305,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559306,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559307,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559308,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559309,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559310,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559311,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559312,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559313,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559314,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559315,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559316,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
1764559317,50,,Aggregated,205.500000,0.000000,2,3,4,5,7,10,14,17,51,59,59,2317,0,2,3.5155347363929272,0.7839202880859375,59.384822845458984,12.04661199827363
